,age_cat,priors_count,two_year_recid,race_cat,gender_cat,charge_cat,length_stay
775,0.5,1.0,1,0,0,1,0.0
776,0.5,0.0,0,1,0,0,0.0
777,1.0,0.0,0,1,0,0,0.0
778,0.5,1.0,0,0,0,1,0.0
779,0.5,1.0,0,0,1,1,0.0
780,0.0,0.5,1,1,0,0,0.0
781,0.0,0.5,1,1,0,1,0.0
782,0.0,0.0,1,1,0,1,0.0
783,1.0,1.0,0,0,0,1,1.0
784,1.0,0.0,0,1,0,1,0.5
786,0.5,0.5,0,0,1,1,0.5
787,0.5,0.0,0,1,0,0,0.0
788,0.0,0.5,1,0,0,1,0.0
789,0.5,0.5,0,1,0,0,0.0
790,0.0,0.0,1,0,0,1,0.0
791,0.5,1.0,1,0,0,1,0.0
793,1.0,0.0,0,0,0,0,0.0
795,0.5,0.5,1,1,0,1,0.5
797,0.0,0.0,0,1,0,1,0.0
798,0.0,0.5,1,0,1,0,0.0
799,0.5,0.5,0,0,1,0,0.0
801,0.5,0.5,0,1,0,1,0.0
802,0.5,0.5,1,0,0,1,0.0
803,0.5,0.0,0,0,1,0,0.0
804,0.5,0.0,0,0,0,1,0.0
806,0.5,1.0,1,0,0,1,0.0
807,0.0,0.5,1,1,1,0,0.0
808,0.0,0.5,1,0,0,1,0.0
811,0.5,1.0,0,0,0,1,0.0
812,0.0,0.0,0,0,0,1,0.0
813,0.5,0.0,0,1,0,0,0.5
814,0.5,1.0,0,1,0,1,0.0
816,0.5,1.0,1,0,0,1,0.0
817,0.5,0.0,0,0,0,0,0.0
818,0.5,0.5,1,1,1,0,0.0
819,0.5,1.0,1,0,0,0,0.0
820,0.5,1.0,0,0,0,1,0.5
821,0.5,0.5,1,1,0,0,0.0
823,0.5,0.0,0,1,0,0,0.0
824,1.0,0.5,0,1,0,1,0.0
825,0.5,0.5,1,0,0,0,0.0
826,0.0,0.5,0,0,1,1,0.0
827,0.5,0.5,0,1,0,0,0.0
828,0.5,1.0,1,0,0,1,0.0
831,0.5,1.0,0,0,0,1,0.0
832,0.5,0.5,1,0,0,1,0.0
833,1.0,1.0,1,0,0,1,0.0
834,0.0,0.5,1,0,0,0,0.0
835,1.0,1.0,1,0,0,0,0.5
836,0.5,1.0,1,1,0,1,0.5
837,1.0,1.0,1,0,0,0,0.5
838,0.5,1.0,0,0,0,0,0.0
839,1.0,1.0,0,1,0,0,0.0
840,0.5,0.5,1,0,0,1,0.0
841,0.5,0.5,0,0,0,0,0.0
843,0.5,1.0,1,0,0,1,0.5
845,1.0,0.0,0,1,0,1,0.0
846,0.0,0.5,1,0,0,0,0.0
847,0.5,1.0,1,1,0,0,1.0
848,0.5,0.5,1,1,1,0,0.5
849,0.0,0.5,0,0,0,1,0.0
850,0.0,0.5,1,0,0,1,0.0
851,0.0,0.5,1,1,0,1,0.0
852,0.5,1.0,1,0,0,0,0.0
853,1.0,0.5,0,1,0,1,0.0
854,0.0,1.0,1,0,0,1,0.0
855,0.5,0.0,0,1,0,1,0.0
856,1.0,0.0,0,1,0,1,0.0
858,0.0,1.0,0,0,0,0,0.0
859,0.0,0.0,0,1,1,0,0.0
860,0.0,0.5,1,0,0,1,0.0
862,0.5,1.0,0,0,0,0,0.0
863,0.5,1.0,1,0,0,1,0.0
864,0.0,0.5,0,1,1,1,0.0
865,0.5,0.0,1,0,0,1,0.5
866,0.5,1.0,1,0,0,0,1.0
867,0.0,0.0,0,0,0,1,0.0
868,0.5,1.0,1,0,0,1,0.0
871,0.5,1.0,0,0,1,1,0.0
872,0.5,0.0,0,1,0,1,0.5
873,1.0,0.0,0,0,1,1,0.0
874,0.0,0.5,0,0,0,1,0.5
875,0.5,0.5,0,0,1,0,0.0
876,0.0,0.5,1,1,0,1,0.5
877,0.5,0.5,0,1,0,1,0.0
878,0.0,1.0,1,0,0,1,1.0
880,0.5,0.5,0,0,0,1,0.0
882,1.0,0.5,0,1,0,1,0.0
884,0.5,0.5,0,0,0,1,0.0
886,1.0,0.5,0,0,0,1,0.0
887,0.0,0.5,1,1,0,0,0.0
888,0.5,1.0,0,0,0,1,1.0
889,0.5,0.5,1,1,1,1,0.0
890,0.5,0.5,0,0,1,1,1.0
892,0.5,1.0,1,0,0,1,0.5
893,0.5,0.0,1,1,0,1,0.5
894,1.0,0.5,1,1,0,1,0.0
897,0.5,0.5,1,0,0,0,0.0
898,0.5,0.5,1,0,0,1,0.0
899,0.5,1.0,1,0,0,0,0.0
901,0.5,0.0,0,1,1,0,0.0
902,0.5,0.0,1,0,0,1,0.0
903,0.5,1.0,0,1,0,0,0.5
904,0.5,0.5,0,1,1,0,0.5
905,1.0,0.0,0,1,1,0,0.0
906,0.0,0.0,0,1,0,1,0.0
909,0.5,1.0,1,0,0,0,0.5
910,0.0,0.5,1,0,0,1,0.0
911,1.0,0.5,1,0,0,1,0.5
912,0.5,0.0,0,0,0,0,0.0
913,1.0,0.5,0,1,0,1,0.0
914,0.5,1.0,1,0,0,0,0.0
915,1.0,0.5,1,1,1,1,0.0
916,1.0,0.5,1,0,0,1,0.0
917,0.0,0.5,1,0,0,1,0.0
918,0.5,1.0,1,0,0,1,0.5
919,1.0,0.5,0,0,0,0,1.0
920,0.5,0.5,0,1,0,1,0.0
921,1.0,0.0,0,0,0,0,0.0
922,0.0,1.0,1,0,0,1,0.5
923,0.5,1.0,1,0,0,0,0.0
924,0.5,0.5,0,0,0,1,0.0
928,0.5,0.5,0,1,1,0,0.0
930,1.0,1.0,1,1,0,1,0.5
931,0.5,1.0,1,0,0,1,0.0
932,0.0,0.5,0,0,0,1,0.0
933,0.5,1.0,1,0,0,1,0.0
935,0.5,0.5,0,1,0,1,0.0
936,0.0,0.5,0,0,0,1,1.0
937,0.5,0.5,1,0,0,0,0.0
938,0.0,1.0,1,0,0,1,0.0
939,0.5,0.0,0,1,1,1,0.0
940,0.0,0.0,0,1,0,1,0.0
941,0.5,0.5,1,0,0,0,0.0
942,1.0,0.0,1,0,0,1,0.0
943,0.5,1.0,1,0,0,1,0.5
944,0.5,0.5,0,1,0,1,0.0
945,0.5,1.0,0,1,0,1,0.0
946,0.0,0.0,0,1,0,0,0.0
947,0.0,0.0,1,1,1,0,0.0
948,1.0,0.0,0,0,0,1,0.0
949,0.5,1.0,1,0,0,1,0.0
950,0.0,0.0,0,1,0,0,0.0
952,0.0,0.5,1,0,0,1,0.0
954,0.5,1.0,1,0,0,0,0.5
956,0.5,1.0,1,0,0,1,0.5
957,1.0,1.0,1,0,0,0,0.5
958,0.0,0.5,1,1,0,0,0.5
959,0.5,0.5,0,1,0,1,0.0
960,0.5,0.0,1,0,0,0,0.0
961,0.0,0.0,0,0,1,1,0.0
963,1.0,1.0,1,0,0,0,0.0
964,0.5,0.0,0,0,0,1,0.0
965,0.0,1.0,0,0,1,0,0.5
966,0.5,0.5,0,0,0,0,0.5
967,0.5,1.0,1,1,0,1,0.0
968,0.0,0.5,1,0,0,0,0.0
971,0.5,1.0,1,0,0,0,0.0
972,0.5,0.5,0,0,1,1,0.5
973,0.0,0.5,1,0,0,1,0.0
974,0.5,1.0,0,1,0,1,0.0
975,1.0,0.5,0,1,0,1,0.0
976,0.5,1.0,1,0,0,1,0.5
977,0.5,0.0,0,1,0,0,0.0
978,0.0,0.0,1,0,0,1,0.0
979,0.5,1.0,1,1,1,1,1.0
980,0.0,0.0,0,0,1,0,0.0
982,0.5,0.0,0,0,0,0,0.0
984,0.5,1.0,1,0,0,1,0.0
985,1.0,1.0,0,0,0,0,0.0
987,0.5,0.5,1,0,0,1,1.0
989,0.0,0.5,0,1,0,1,0.0
990,0.0,0.5,0,0,0,0,0.0
992,0.5,1.0,0,0,0,1,0.0
997,0.5,0.5,0,0,0,1,0.0
998,0.5,0.5,0,0,0,1,0.5
1001,0.5,1.0,0,1,0,1,0.0
1002,0.5,0.5,0,0,0,1,0.5
1003,0.5,0.0,0,0,0,1,0.0
1004,0.5,1.0,1,0,0,0,0.0
1005,0.5,1.0,1,0,0,0,0.0
1006,0.5,0.5,0,0,0,1,0.0
1007,0.5,1.0,1,0,0,1,0.0
1008,0.0,0.5,1,0,0,1,0.0
1009,1.0,0.5,0,1,0,1,0.0
1013,0.5,1.0,1,0,0,1,1.0
1014,1.0,0.0,0,0,1,1,0.0
1015,0.5,0.5,0,0,1,0,0.0
1016,0.0,0.5,0,1,0,0,0.0
1019,1.0,1.0,0,0,1,1,0.0
1020,0.5,1.0,1,0,0,1,0.0
1021,1.0,1.0,0,0,0,1,0.5
1023,0.5,1.0,1,0,1,0,0.5
1024,1.0,0.0,0,1,0,1,0.0
1025,0.5,0.5,0,0,0,1,0.0
1027,0.5,0.5,1,0,0,0,0.0
1028,0.5,1.0,1,0,0,0,0.0
1029,1.0,0.5,0,0,0,0,0.0
1030,0.5,0.5,0,1,0,1,0.5
1031,1.0,1.0,0,1,0,0,0.5
1033,1.0,0.5,0,1,0,1,0.0
1034,0.5,0.5,1,0,0,0,0.0
1035,0.5,0.0,1,0,0,0,0.0
1036,1.0,0.0,0,1,1,0,0.0
1037,0.0,0.0,0,0,1,0,0.0
1038,1.0,1.0,1,0,0,1,0.5
1039,0.5,0.5,1,0,0,1,0.0
1040,0.5,0.0,0,0,0,1,0.0
1041,0.5,0.0,0,1,1,0,0.0
1042,0.5,0.5,1,1,0,0,0.0
1043,0.5,0.5,0,0,0,0,0.0
1044,0.5,1.0,1,0,0,0,0.0
1046,0.5,0.0,0,0,1,1,0.0
1047,0.5,1.0,1,0,1,1,0.0
1048,1.0,1.0,1,1,1,0,0.0
1049,1.0,1.0,0,0,0,1,0.0
1050,0.5,0.5,0,0,0,1,0.0
1051,0.5,0.0,0,1,1,1,0.0
1053,1.0,0.0,0,1,0,1,0.0
1054,1.0,0.5,0,0,0,1,0.0
1055,1.0,1.0,0,0,0,1,1.0
1056,0.0,1.0,1,0,0,1,0.5
1057,0.0,0.0,1,0,0,1,0.0
1058,0.5,0.0,1,0,0,1,0.0
1059,0.0,0.5,0,0,1,1,0.5
1060,0.5,0.5,0,0,0,1,0.5
1061,1.0,1.0,0,1,1,1,0.0
1062,1.0,0.5,1,1,0,1,0.0
1063,0.5,1.0,1,0,0,1,0.0
1064,0.5,0.5,0,1,0,1,0.0
1065,0.5,0.5,0,0,0,1,0.0
1066,1.0,1.0,1,0,0,1,0.0
1068,1.0,0.5,0,1,0,0,0.0
1069,0.5,0.5,0,1,0,0,0.0
1070,0.5,0.0,0,1,0,1,0.0
1072,0.0,0.5,1,0,1,1,0.0
1074,1.0,0.0,0,1,0,1,0.0
1075,1.0,0.5,1,0,0,1,0.5
1076,1.0,0.5,0,1,0,1,0.5
1077,0.5,1.0,0,1,0,0,0.5
1078,0.0,0.5,1,0,0,0,0.0
1080,0.5,0.0,0,0,0,1,0.0
1082,0.5,1.0,1,0,0,1,1.0
1084,0.5,0.5,0,1,0,0,0.5
1086,1.0,0.5,1,1,1,1,0.5
1087,0.0,0.0,1,1,0,0,0.0
1088,0.5,1.0,0,0,0,0,0.0
1089,0.5,1.0,1,1,1,1,0.0
1090,0.0,0.5,1,0,0,1,0.0
1091,0.0,0.0,0,0,1,1,0.0
1092,0.5,1.0,1,1,0,0,0.5
1093,0.0,0.5,0,0,0,1,0.5
1094,1.0,0.5,0,1,1,0,0.5
1095,1.0,0.5,0,0,0,1,0.0
1096,1.0,1.0,0,1,0,1,0.5
1097,1.0,1.0,0,0,0,1,0.0
1098,0.5,0.5,0,1,0,1,0.0
1099,0.5,1.0,1,0,1,0,0.0
1100,0.0,0.5,0,1,1,1,0.0
1102,0.0,0.5,1,0,1,1,0.0
1104,1.0,0.5,1,1,0,0,0.0
1105,0.5,1.0,0,1,0,0,0.0
1106,1.0,0.5,0,1,0,0,0.0
1109,0.0,0.0,0,1,1,0,0.0
1110,0.5,0.5,0,1,1,1,0.0
1111,0.5,0.0,1,0,0,0,0.0
1112,0.0,0.5,1,0,0,1,0.0
1113,0.5,1.0,1,0,0,1,0.0
1114,1.0,0.0,1,1,1,0,0.0
1115,0.5,1.0,0,0,0,1,1.0
1116,0.5,1.0,1,0,0,0,0.0
1117,0.0,0.0,0,0,0,1,0.0
1118,0.5,1.0,1,0,0,0,0.0
1119,0.5,0.0,0,1,0,0,0.0
1120,0.5,0.0,0,1,1,0,0.0
1121,0.5,0.5,0,1,0,1,1.0
1122,0.5,1.0,1,0,0,1,0.0
1123,0.5,1.0,0,1,0,1,0.5
1124,0.5,1.0,1,0,0,1,0.0
1125,0.5,1.0,1,0,0,1,0.0
1126,1.0,0.5,1,0,0,1,0.0
1127,1.0,0.5,1,1,0,1,0.5
1129,1.0,0.5,0,0,1,1,0.0
1130,0.5,1.0,1,1,0,0,1.0
1131,0.5,0.5,1,0,0,0,0.0
1132,1.0,1.0,0,0,0,1,0.0
1134,1.0,1.0,0,1,1,0,0.5
1136,0.5,0.0,0,1,0,0,0.0
1137,0.0,0.0,0,0,1,1,0.0
1138,0.5,1.0,0,0,1,1,0.0
1139,0.0,1.0,1,0,0,1,1.0
1141,0.5,0.5,1,1,0,0,0.0
1142,0.5,0.5,0,1,0,0,0.5
1143,1.0,0.0,0,1,1,0,0.0
1144,0.0,0.0,1,1,0,1,0.0
1145,1.0,0.0,0,1,1,1,0.5
1146,0.5,0.0,0,1,0,0,0.0
1147,0.0,0.0,0,0,1,1,0.0
1148,1.0,0.5,1,1,1,1,0.0
1149,0.5,0.0,0,1,0,0,0.0
1150,0.5,1.0,1,1,0,0,0.5
1151,0.5,1.0,1,1,0,1,0.0
1152,0.5,0.0,0,1,1,0,0.0
1153,0.0,0.5,0,0,0,0,0.0
1154,1.0,0.0,0,0,0,1,0.0
1155,0.0,0.5,1,0,0,1,0.0
1158,0.0,0.5,0,1,0,0,0.0
1159,0.0,0.0,1,0,0,1,0.0
1160,0.0,0.5,0,0,1,1,0.5
1161,0.5,0.5,0,0,1,1,0.5
1162,0.5,0.5,0,1,0,0,0.0
1164,0.5,1.0,0,0,0,0,0.0
1165,0.0,0.0,0,0,0,1,0.0
1167,0.5,1.0,1,0,0,1,0.0
1169,1.0,0.5,0,0,0,1,0.0
1171,0.0,0.0,1,0,0,1,0.0
1172,0.5,0.5,1,0,1,1,0.0
1173,0.5,1.0,1,0,0,1,1.0
1174,1.0,1.0,0,0,0,0,0.0
1175,0.0,0.0,0,0,1,0,0.0
1176,0.5,0.0,0,1,0,0,0.0
1178,0.5,1.0,1,0,0,1,0.5
1179,0.5,0.5,1,1,1,1,0.5
1183,0.5,1.0,1,1,1,1,0.5
1184,0.5,1.0,1,0,1,1,0.0
1186,1.0,0.5,0,0,0,1,0.0
1187,0.5,0.5,0,1,1,0,0.0
1188,0.5,0.5,1,1,0,1,0.0
1191,0.5,1.0,0,0,0,1,0.5
1192,0.5,0.0,0,1,1,1,0.0
1193,0.0,0.0,1,0,0,0,0.0
1194,0.5,0.5,0,0,1,1,0.0
1196,0.5,0.0,0,1,0,1,0.5
1197,1.0,1.0,0,1,1,1,1.0
1198,0.5,0.5,0,1,1,0,0.0
1200,1.0,1.0,1,1,0,1,0.0
1201,0.5,0.5,0,0,1,1,0.0
1202,0.0,0.5,0,0,0,1,0.5
1203,0.5,0.0,0,0,0,0,0.0
1204,0.5,0.0,1,1,0,1,0.5
1205,0.5,1.0,1,0,0,1,0.5
1206,0.5,1.0,1,0,0,1,1.0
1207,0.5,1.0,1,0,0,1,0.0
1208,0.5,0.0,0,1,0,1,1.0
1209,0.5,0.5,0,0,0,1,0.0
1210,0.0,0.5,0,1,0,1,0.0
1211,0.5,0.0,0,0,1,0,0.0
1212,0.0,0.5,1,1,0,1,0.0
1213,0.5,0.5,1,0,0,1,0.5
1214,0.5,0.0,1,0,0,0,0.0
1215,0.5,0.5,1,0,0,1,0.0
1216,0.5,0.5,0,0,0,0,0.5
1217,0.5,0.0,0,1,0,1,0.5
1219,0.0,0.0,0,0,0,0,0.0
1220,1.0,0.0,0,1,0,0,0.0
1221,0.0,0.0,0,0,0,1,0.0
1222,0.5,0.5,1,0,1,1,0.0
1223,0.5,0.0,0,0,0,0,0.0
1224,0.5,0.5,0,1,1,1,0.5
1225,0.5,0.5,0,1,1,0,0.0
1226,0.5,0.5,1,1,0,0,0.5
1227,1.0,0.5,0,1,1,0,0.5
1228,0.0,0.5,1,0,0,0,0.0
1229,0.0,0.0,0,0,0,1,0.0
1231,0.5,0.0,1,0,1,0,0.0
1232,0.0,1.0,1,0,0,1,0.5
1235,1.0,1.0,0,0,0,1,0.0
1236,0.5,1.0,0,0,0,0,0.0
1237,0.5,0.5,1,0,0,0,0.5
1238,0.0,1.0,0,1,0,0,0.0
1239,0.5,0.0,1,0,0,0,0.0
1240,0.5,1.0,1,0,0,1,1.0
1241,0.0,0.5,1,1,0,1,0.5
1243,0.5,1.0,1,1,0,1,1.0
1244,0.5,0.0,1,1,1,1,0.0
1245,0.5,0.5,0,0,0,1,0.0
1247,0.5,0.5,0,1,0,0,0.0
1248,0.0,0.5,1,0,0,1,0.0
1249,0.0,0.0,1,1,0,0,0.0
1250,1.0,0.0,0,1,0,0,0.0
1251,1.0,0.5,1,1,0,1,0.0
1252,0.0,0.0,0,0,0,1,0.0
1253,0.0,0.0,0,0,0,1,0.5
1254,0.5,1.0,1,0,0,1,1.0
1255,1.0,0.5,0,1,1,1,0.5
1256,1.0,0.5,0,1,0,1,0.0
1257,0.5,0.0,1,1,1,1,0.0
1258,0.5,1.0,1,0,1,1,0.0
1259,0.5,1.0,1,1,0,0,0.0
1260,0.0,0.0,1,0,0,1,1.0
1262,1.0,1.0,0,1,1,0,0.0
1263,0.5,1.0,1,0,0,1,0.0
1266,1.0,0.5,0,1,1,0,0.0
1267,0.5,0.0,0,1,0,0,0.0
1268,0.5,0.5,0,1,1,0,0.0
1269,0.0,0.0,1,1,0,1,0.0
1270,0.5,0.0,0,0,0,0,0.0
1271,0.5,0.5,0,1,0,0,0.0
1272,0.0,0.0,1,0,0,1,1.0
1273,0.5,0.0,0,0,0,1,0.0
1274,1.0,1.0,0,1,0,1,0.0
1276,0.0,0.5,0,0,0,1,0.0
1277,0.0,0.0,0,0,0,0,0.0
1279,0.5,0.5,1,1,0,0,0.0
1282,0.5,0.0,0,1,0,0,0.0
1283,0.5,0.5,1,1,0,1,0.0
1284,0.5,1.0,1,0,1,1,0.0
1286,0.5,0.5,0,0,1,1,0.0
1288,0.5,0.5,0,0,0,1,0.0
1289,1.0,0.0,0,1,0,0,0.0
1290,0.5,0.5,0,0,0,1,0.0
1292,0.0,1.0,1,1,0,1,0.0
1293,0.5,0.5,0,0,0,1,0.5
1295,0.5,0.0,0,0,0,1,0.0
1296,0.0,0.0,1,0,1,1,0.5
1297,1.0,0.5,0,1,0,0,0.0
1298,1.0,1.0,0,1,0,0,0.0
1299,1.0,1.0,1,0,0,1,0.0
1300,0.5,1.0,1,0,0,1,0.5
1301,0.5,0.0,1,1,0,1,0.0
1302,0.5,1.0,1,1,0,0,0.0
1303,1.0,1.0,1,1,0,1,0.5
1304,0.5,0.0,0,0,0,0,0.0
1305,1.0,1.0,0,1,0,0,0.5
1306,0.0,0.0,1,0,0,1,0.0
1307,0.5,1.0,1,0,0,0,0.0
1308,0.5,0.0,0,0,0,0,0.0
1309,0.5,0.0,0,1,0,0,0.0
1311,0.0,0.5,1,0,0,1,0.5
1314,1.0,1.0,0,1,1,1,0.5
1315,0.5,1.0,1,0,0,1,0.0
1316,0.5,0.0,1,0,0,1,0.5
1317,0.5,0.5,0,0,0,1,0.0
1319,0.5,0.5,0,1,0,1,0.0
1320,0.5,0.0,1,0,0,1,0.0
1321,0.5,1.0,1,0,0,1,1.0
1322,0.5,0.0,0,0,0,0,0.0
1325,1.0,1.0,0,0,1,1,0.0
1327,0.0,0.5,0,1,1,0,0.0
1328,0.5,1.0,1,0,0,0,0.0
1329,0.0,0.5,1,0,0,1,1.0
1331,0.5,0.0,1,1,0,1,0.5
1332,0.5,0.5,0,1,0,1,0.0
1333,0.0,0.0,0,0,0,0,0.0
1334,0.5,0.0,0,1,0,1,0.0
1335,0.0,1.0,0,0,0,1,0.0
1336,0.5,1.0,0,0,0,1,1.0
1337,0.5,1.0,1,0,0,1,0.0
1338,0.0,0.0,1,0,0,1,0.0
1340,0.5,0.5,1,0,0,1,0.0
1341,0.5,0.5,1,0,0,1,0.0
1342,1.0,0.5,0,0,0,1,0.0
1344,1.0,1.0,1,0,0,1,0.0
1345,0.5,0.5,0,1,0,0,0.0
1346,0.5,1.0,0,1,0,1,0.0
1347,0.0,0.0,0,0,0,1,0.0
1348,0.5,0.5,0,0,0,0,1.0
1349,0.5,1.0,1,0,0,0,0.0
1350,1.0,0.5,0,1,1,0,0.5
1352,0.0,0.0,0,1,1,0,0.5
1353,0.5,1.0,1,0,0,1,1.0
1354,0.5,0.5,0,0,0,0,0.0
1355,0.5,1.0,1,1,0,1,0.0
1356,0.5,0.5,0,0,0,0,0.5
1357,0.0,0.5,1,0,0,1,0.5
1359,0.0,0.5,1,0,0,0,0.0
1360,0.5,0.0,0,0,0,1,0.0
1361,0.0,0.0,0,0,1,0,0.0
1362,1.0,1.0,0,0,0,1,0.5
1363,0.5,0.0,0,1,1,0,0.0
1364,0.5,0.5,0,0,0,0,0.0
1365,1.0,0.0,0,1,0,1,0.0
1366,1.0,1.0,1,1,0,1,0.5
1367,1.0,0.0,0,1,1,0,0.0
1368,0.5,0.5,0,0,1,1,0.0
1369,0.5,0.0,0,1,0,0,0.0
1370,0.5,1.0,1,1,0,1,0.0
1371,0.5,0.5,1,0,0,1,0.0
1374,0.0,0.0,1,0,0,1,0.0
1376,0.5,0.0,0,1,0,1,0.0
1377,0.0,0.5,0,0,0,1,0.0
1378,0.5,0.0,0,0,0,0,0.0
1379,0.0,0.5,1,0,0,1,0.0
1380,0.5,0.0,0,1,0,0,0.0
1381,0.5,0.5,0,0,0,1,0.5
1382,0.5,1.0,0,0,1,1,0.0
1383,0.5,0.5,1,1,0,0,0.5
1384,0.5,1.0,0,1,0,0,0.0
1385,0.0,1.0,1,1,0,1,0.5
1386,0.5,1.0,1,0,0,0,0.0
1387,0.5,0.5,1,0,0,1,0.0
1388,0.0,0.0,0,0,0,1,0.0
1389,1.0,0.5,1,1,0,0,0.0
1390,0.5,0.0,0,0,0,1,0.0
1393,0.0,0.5,0,0,0,0,0.0
1394,0.5,1.0,1,0,0,1,0.0
1395,1.0,0.5,0,1,1,1,0.0
1396,0.5,0.0,1,1,0,1,0.0
1397,0.5,0.0,1,1,1,1,0.0
1398,0.0,0.5,1,0,0,1,0.5
1399,0.5,0.0,0,0,0,1,0.0
1400,0.5,1.0,1,0,1,1,0.0
1401,0.5,0.0,1,0,0,1,0.0
1402,0.5,0.5,1,0,0,1,0.0
1403,0.5,0.5,1,1,0,0,0.0
1404,0.5,0.5,0,0,1,1,0.0
1405,0.0,0.5,1,0,0,1,0.5
1407,1.0,1.0,0,1,0,1,0.5
1408,1.0,0.5,1,1,0,1,0.5
1409,0.0,0.5,1,0,1,0,0.0
1410,1.0,0.5,0,1,0,0,0.0
1411,0.5,0.0,0,1,0,0,0.0
1412,0.5,0.0,0,0,1,0,0.0
1413,0.5,0.0,0,1,0,1,0.0
1414,1.0,0.0,1,0,0,0,0.0
1415,0.5,1.0,1,0,1,1,0.0
1417,0.5,0.5,0,1,0,1,0.0
1418,0.0,0.5,0,0,0,1,0.0
1419,0.0,0.5,0,0,0,1,0.5
1420,0.5,0.5,1,1,0,0,0.0
1421,0.5,0.5,1,0,0,1,0.0
1422,1.0,1.0,0,0,0,0,0.0
1424,0.5,1.0,1,0,0,1,1.0
1425,0.5,0.5,1,0,1,1,0.5
1426,0.5,0.0,0,0,0,0,0.0
1427,0.0,1.0,1,1,0,0,0.5
1428,0.5,0.5,1,1,0,1,0.5
1429,0.0,0.0,1,0,0,0,0.0
1431,0.5,1.0,1,1,1,1,0.0
1432,0.5,0.5,0,0,1,0,0.5
1433,0.5,1.0,1,0,0,1,0.5
1434,1.0,1.0,0,0,0,0,0.5
1435,0.5,1.0,1,0,0,1,0.5
1436,1.0,0.5,0,1,0,1,0.5
1437,1.0,0.5,0,1,1,1,0.0
1438,0.0,0.0,0,0,1,0,0.0
1439,0.5,0.5,0,0,0,0,0.0
1440,1.0,1.0,1,0,0,1,0.0
1441,0.5,0.5,1,0,0,1,0.0
1443,0.0,1.0,1,0,0,1,0.0
1444,0.5,0.5,1,0,1,1,0.0
1445,0.0,0.5,1,0,0,1,1.0
1446,0.5,0.5,0,0,0,1,0.0
1447,0.5,0.5,0,1,0,1,0.5
1448,0.5,0.5,0,0,1,0,0.0
1449,1.0,1.0,1,0,0,0,0.0
1450,1.0,0.5,1,1,0,0,0.0
1451,1.0,0.5,0,0,0,0,0.0
1453,0.0,0.5,0,1,1,1,0.0
1454,0.5,0.5,1,1,0,0,0.0
1455,0.0,0.5,1,0,0,1,0.5
1456,0.0,1.0,1,0,0,0,0.5
1457,0.0,0.5,1,1,0,1,0.0
1459,0.5,1.0,0,1,0,1,0.0
1460,0.5,1.0,1,0,0,1,0.0
1461,0.0,1.0,0,0,0,1,0.0
1462,0.5,1.0,0,1,1,0,0.5
1463,0.5,1.0,1,0,0,1,0.0
1465,1.0,0.5,0,1,1,1,1.0
1466,0.0,0.5,0,0,0,1,0.5
1467,0.5,1.0,1,0,0,1,0.5
1468,0.0,0.5,0,0,1,1,0.0
1469,0.5,1.0,1,0,0,1,0.0
1471,1.0,0.0,0,1,0,1,1.0
1472,0.0,0.0,1,1,1,1,0.0
1473,0.5,1.0,0,0,0,1,0.5
1474,1.0,0.5,0,0,1,1,0.0
1475,0.0,0.0,1,0,0,0,0.0
1477,0.5,1.0,0,1,1,1,0.0
1479,0.5,1.0,1,0,0,1,0.5
1481,1.0,1.0,1,1,0,0,0.5
1483,0.5,1.0,1,1,0,0,0.5
1484,1.0,0.0,1,1,0,0,0.0
1485,0.5,0.5,0,0,0,0,0.0
1486,0.0,1.0,1,0,0,1,0.5
1489,0.5,1.0,1,0,0,0,0.0
1490,0.5,0.0,0,1,0,0,0.0
1491,0.5,1.0,0,0,0,1,0.0
1493,0.5,1.0,1,0,0,0,0.0
1494,0.0,0.5,1,1,1,0,0.0
1495,0.5,0.5,1,0,0,1,0.0
1496,1.0,0.5,0,1,0,0,0.0
1497,0.5,0.0,0,1,0,1,0.0
1498,0.5,0.0,0,1,0,1,0.0
1499,0.0,0.0,0,1,0,1,0.0
1500,0.0,1.0,1,1,0,1,0.0
1501,0.5,1.0,1,1,0,1,0.0
1502,1.0,1.0,1,1,0,1,0.0
1504,0.5,0.0,0,1,1,0,0.0
1505,1.0,0.5,0,1,0,0,0.0
1506,1.0,1.0,0,1,0,0,0.5
1508,0.5,0.5,0,0,0,1,0.0
1510,1.0,0.5,0,0,0,0,0.5
1511,1.0,0.0,0,1,0,0,0.0
1512,0.5,1.0,1,0,0,1,0.5
1513,0.0,0.0,1,1,0,1,0.0
1514,0.0,0.0,1,0,1,1,0.0
1515,0.5,1.0,1,0,0,0,0.0
1516,0.5,1.0,0,0,0,1,0.0
1518,0.5,1.0,0,0,0,1,0.0
1519,1.0,1.0,1,0,0,1,0.0
1521,0.5,1.0,1,0,0,1,0.5
1522,1.0,0.0,0,1,0,1,0.0
1524,0.5,1.0,1,0,0,1,0.5
1525,0.0,0.5,1,0,0,1,0.0
1528,0.5,1.0,0,0,1,1,0.0
1529,1.0,0.5,0,1,0,1,0.0
1530,0.0,0.5,1,0,1,0,0.5
1531,1.0,0.5,0,0,0,1,0.5
1532,0.5,1.0,1,0,0,0,0.0
1533,1.0,0.0,0,0,0,0,0.0
1534,1.0,0.0,0,1,0,0,0.0
1535,0.0,0.0,1,0,0,1,0.5
1536,0.0,0.0,1,0,0,0,0.0
